date,age_group,cum_case,cum_admission,cum_death,cumFirstDose,newFirstDose,cumSecondDose,newSecondDose,cumThirdInjection,newThirdInjection,newSpring22,cumSpring22,new_case,new_death,new_admission,current_case,current_admission,,population_size
3/25/2021,18_64,2767589,138181,11582,14164363,275453,1044754,87672,634,23,0,0,2840,9,132,2431723,120018,,36139000
3/25/2021,65_84,367517,161767,54650,8839237,7836,656083,86162,234,20,0,0,195,20,97,179498,99413,,9316000
3/25/2021,85+,141598,82325,45742,1385281,523,514593,45966,93,15,0,0,61,9,49,49158,32662,,1457000
3/26/2021,00_17,576803,5401,60,10827,461,221,42,0,0,0,0,1063,1,13,530201,5083,,10117000
3/26/2021,18_64,2770078,138290,11588,14477284,312921,1133797,89043,660,26,0,0,2489,6,109,2433925,120116,,36139000
3/26/2021,65_84,367696,161857,54669,8846742,7505,744959,88876,241,7,0,0,179,19,90,179575,99480,,9316000
3/26/2021,85+,141639,82358,45757,1385824,543,557296,42703,98,5,0,0,41,15,33,49163,32679,,1457000
3/27/2021,00_17,577688,5407,60,11239,412,236,15,0,0,0,0,885,0,6,531017,5089,,10117000
3/27/2021,18_64,2772157,138389,11595,14882366,405082,1215429,81632,677,17,0,0,2079,7,99,2435756,120204,,36139000
3/27/2021,65_84,367823,161932,54680,8855569,8827,845961,101002,251,10,0,0,127,11,75,179617,99540,,9316000
3/27/2021,85+,141669,82394,45771,1386247,423,603088,45792,106,8,0,0,30,14,36,49155,32699,,1457000
3/28/2021,00_17,579462,5414,60,11372,133,241,5,0,0,0,0,1774,0,7,532657,5096,,10117000
3/28/2021,18_64,2774687,138489,11602,15088592,206226,1256789,41360,681,4,0,0,2530,7,100,2438006,120292,,36139000
3/28/2021,65_84,367953,162008,54693,8859412,3843,881228,35267,255,4,0,0,130,13,76,179662,99600,,9316000
3/28/2021,85+,141700,82432,45778,1386398,151,617218,14130,107,1,0,0,31,7,38,49146,32728,,1457000
3/29/2021,00_17,580289,5421,60,11457,85,247,6,0,0,0,0,827,0,7,533418,5102,,10117000
3/29/2021,18_64,2777068,138591,11607,15258434,169842,1329936,73147,703,22,0,0,2381,5,102,2440115,120384,,36139000
3/29/2021,65_84,368108,162077,54709,8863927,4515,922884,41656,261,6,0,0,155,16,69,179737,99650,,9316000
3/29/2021,85+,141733,82460,45784,1386693,295,630965,13747,113,6,0,0,33,6,28,49149,32749,,1457000
3/30/2021,00_17,581072,5433,60,11661,204,257,10,0,0,0,0,783,0,12,534133,5114,,10117000
3/30/2021,18_64,2779197,138698,11615,15422383,163949,1423648,93712,726,23,0,0,2129,8,107,2441984,120478,,36139000
3/30/2021,65_84,368270,162144,54726,8868902,4975,1020513,97629,284,23,0,0,162,17,67,179821,99696,,9316000
3/30/2021,85+,141775,82491,45797,1387069,376,671781,40816,118,5,0,0,42,13,31,49157,32765,,1457000
3/31/2021,00_17,582056,5444,60,11995,334,282,25,0,0,0,0,984,0,11,535036,5124,,10117000
3/31/2021,18_64,2781357,138807,11624,15596733,174350,1529735,106087,766,40,0,0,2160,9,109,2443881,120573,,36139000
3/31/2021,65_84,368418,162211,54739,8874036,5134,1186244,165731,296,12,0,0,148,13,67,179891,99747,,9316000
3/31/2021,85+,141810,82529,45812,1387507,438,734832,63051,122,4,0,0,35,15,38,49151,32787,,1457000
4/1/2021,00_17,582884,5450,60,12425,430,327,45,0,0,0,0,828,0,6,535799,5130,,10117000
4/1/2021,18_64,2783425,138892,11631,15712101,115368,1647898,118163,791,25,0,0,2068,7,85,2445716,120647,,36139000
4/1/2021,65_84,368538,162277,54754,8877575,3539,1393089,206845,327,31,0,0,120,15,66,179936,99795,,9316000
4/1/2021,85+,141847,82552,45819,1387885,378,813584,78752,128,6,0,0,37,7,23,49163,32801,,1457000
4/2/2021,00_17,583448,5457,60,12635,210,346,19,0,0,0,0,564,0,7,536316,5137,,10117000
4/2/2021,18_64,2784948,138973,11637,15778352,66251,1713184,65286,799,8,0,0,1523,6,81,2447050,120718,,36139000
4/2/2021,65_84,368653,162334,54764,8879179,1604,1496258,103169,335,8,0,0,115,10,57,179986,99839,,9316000
4/2/2021,85+,141878,82585,45825,1388010,125,856722,43138,132,4,0,0,31,6,33,49158,32827,,1457000
4/3/2021,00_17,583966,5464,60,12771,136,358,12,0,0,0,0,518,0,7,536790,5143,,10117000
4/3/2021,18_64,2786431,139057,11640,15850827,72475,1768647,55463,803,4,0,0,1483,3,84,2448343,120795,,36139000
4/3/2021,65_84,368746,162394,54777,8881108,1929,1566801,70543,342,7,0,0,93,13,60,180013,99883,,9316000
4/3/2021,85+,141896,82613,45836,1388144,134,882412,25690,138,6,0,0,18,11,28,49147,32843,,1457000
4/4/2021,00_17,584563,5470,60,12783,12,363,5,0,0,0,0,597,0,6,537338,5149,,10117000
4/4/2021,18_64,2787758,139136,11641,15876197,25370,1791466,22819,805,2,0,0,1327,1,79,2449496,120869,,36139000
4/4/2021,65_84,368839,162439,54790,8881728,620,1576293,9492,343,1,0,0,93,13,45,180054,99913,,9316000
4/4/2021,85+,141918,82639,45847,1388177,33,886863,4451,138,0,0,0,22,11,26,49142,32856,,1457000
4/5/2021,00_17,585170,5483,60,12816,33,368,5,0,0,0,0,607,0,13,537889,5161,,10117000
4/5/2021,18_64,2789310,139223,11644,15892934,16737,1823881,32415,807,2,0,0,1552,3,87,2450850,120949,,36139000
4/5/2021,65_84,368949,162500,54794,8882243,515,1586726,10433,345,2,0,0,110,4,61,180095,99967,,9316000
4/5/2021,85+,141958,82666,45851,1388206,29,890862,3999,138,0,0,0,40,4,27,49152,32878,,1457000
4/6/2021,00_17,585697,5486,60,12836,20,374,6,0,0,0,0,527,0,3,538375,5164,,10117000
4/6/2021,18_64,2791311,139329,11649,15941170,48236,1900490,76609,836,29,0,0,2001,5,106,2452602,121045,,36139000
4/6/2021,65_84,369093,162548,54805,8884142,1899,1647139,60413,353,8,0,0,144,11,48,180181,100002,,9316000
4/6/2021,85+,142002,82692,45858,1388370,164,906568,15706,142,4,0,0,44,7,26,49167,32896,,1457000
4/7/2021,00_17,586366,5493,60,12979,143,405,31,0,0,0,0,669,0,7,538989,5171,,10117000
4/7/2021,18_64,2793205,139419,11652,15993608,52438,2013091,112601,876,40,0,0,1894,3,90,2454271,121128,,36139000
4/7/2021,65_84,369226,162606,54816,8886644,2502,1851958,204819,371,18,0,0,133,11,58,180246,100046,,9316000
4/7/2021,85+,142035,82726,45868,1388663,293,957665,51097,147,5,0,0,33,10,34,49163,32918,,1457000
4/8/2021,00_17,586970,5500,60,13152,173,438,33,0,0,0,0,604,0,7,539543,5178,,10117000
4/8/2021,18_64,2795067,139512,11655,16042954,49346,2131206,118115,930,54,0,0,1862,3,93,2455907,121213,,36139000
4/8/2021,65_84,369360,162652,54830,8889321,2677,2077517,225559,386,15,0,0,134,14,46,180325,100076,,9316000
4/8/2021,85+,142072,82746,45884,1388958,295,1006978,49313,155,8,0,0,37,16,20,49178,32921,,1457000
4/9/2021,00_17,587472,5506,60,13386,234,491,53,0,0,0,0,502,0,6,540003,5183,,10117000
4/9/2021,18_64,2796850,139590,11656,16100197,57243,2251874,120668,965,35,0,0,1783,1,78,2457485,121286,,36139000
4/9/2021,65_84,369512,162717,54838,8892168,2847,2303050,225533,398,12,0,0,152,8,65,180401,100130,,9316000
4/9/2021,85+,142105,82764,45895,1389244,286,1057815,50837,159,4,0,0,33,11,18,49190,32927,,1457000
4/10/2021,00_17,587912,5511,60,13654,268,555,64,0,0,0,0,440,0,5,540407,5188,,10117000
4/10/2021,18_64,2798247,139661,11659,16172211,72014,2364532,112658,994,29,0,0,1397,3,71,2458711,121351,,36139000
4/10/2021,65_84,369645,162768,54846,8894758,2590,2586860,283810,414,16,0,0,133,8,51,180473,100171,,9316000
4/10/2021,85+,142132,82788,45903,1389451,207,1098517,40702,165,6,0,0,27,8,24,49191,32942,,1457000
4/11/2021,00_17,588506,5518,60,13768,114,580,25,0,0,0,0,594,0,7,540951,5195,,10117000
4/11/2021,18_64,2799565,139753,11663,16206632,34421,2418672,54140,1004,10,0,0,1318,4,92,2459843,121435,,36139000
4/11/2021,65_84,369734,162814,54855,8895853,1095,2673130,86270,422,8,0,0,89,9,46,180510,100205,,9316000
4/11/2021,85+,142144,82818,45911,1389535,84,1111846,13329,168,3,0,0,12,8,30,49172,32963,,1457000
4/12/2021,00_17,589044,5525,60,13820,52,592,12,0,0,0,0,538,0,7,541444,5201,,10117000
4/12/2021,18_64,2801249,139836,11666,16228921,22289,2490065,71393,1040,36,0,0,1684,3,83,2461323,121511,,36139000
4/12/2021,65_84,369861,162879,54872,8897173,1320,2751273,78143,428,6,0,0,127,17,65,180563,100250,,9316000
4/12/2021,85+,142186,82836,45918,1389650,115,1124923,13077,171,3,0,0,42,7,18,49193,32973,,1457000
4/13/2021,00_17,589467,5526,60,13856,36,618,26,0,0,0,0,423,0,1,541836,5202,,10117000
4/13/2021,18_64,2802705,139916,11670,16263791,34870,2580232,90167,1072,32,0,0,1456,4,80,2462595,121583,,36139000
4/13/2021,65_84,369989,162926,54883,8898624,1451,2871239,119966,440,12,0,0,128,11,47,180635,100284,,9316000
4/13/2021,85+,142229,82861,45923,1389821,171,1141233,16310,178,7,0,0,43,5,25,49208,32992,,1457000
4/14/2021,00_17,589933,5535,60,13919,63,653,35,0,0,0,0,466,0,9,542259,5211,,10117000
4/14/2021,18_64,2804150,139993,11673,16341085,77294,2680351,100119,1098,26,0,0,1445,3,77,2463860,121653,,36139000
4/14/2021,65_84,370107,162968,54888,8900275,1651,3037572,166333,459,19,0,0,118,5,42,180702,100319,,9316000
4/14/2021,85+,142260,82889,45925,1390052,231,1158374,17141,183,5,0,0,31,2,28,49209,33016,,1457000
4/15/2021,00_17,590420,5539,60,14001,82,699,46,0,0,0,0,487,0,4,542708,5215,,10117000
4/15/2021,18_64,2805487,140054,11674,16434040,92955,2790427,110076,1128,30,0,0,1337,1,61,2465041,121710,,36139000
4/15/2021,65_84,370214,163014,54896,8902038,1763,3261112,223540,472,13,0,0,107,8,46,180756,100355,,9316000
4/15/2021,85+,142280,82905,45934,1390254,202,1180549,22175,189,6,0,0,20,9,16,49212,33023,,1457000
4/16/2021,00_17,590843,5542,60,14189,188,766,67,0,0,0,0,423,0,3,543097,5218,,10117000
4/16/2021,18_64,2806860,140116,11675,16535568,101528,2901667,111240,1161,33,0,0,1373,1,62,2466254,121768,,36139000
4/16/2021,65_84,370339,163049,54908,8903766,1728,3561963,300851,488,16,0,0,125,12,35,180837,100376,,9316000
4/16/2021,85+,142305,82923,45938,1390435,181,1202380,21831,196,7,0,0,25,4,18,49217,33036,,1457000
4/17/2021,00_17,591152,5546,60,14453,264,879,113,0,0,0,0,309,0,4,543380,5221,,10117000
4/17/2021,18_64,2807852,140180,11679,16650207,114639,3015211,113544,1183,22,0,0,992,4,64,2467111,121825,,36139000
4/17/2021,65_84,370413,163092,54918,8905405,1639,3894048,332085,519,31,0,0,74,10,43,180862,100407,,9316000
4/17/2021,85+,142321,82947,45945,1390547,112,1222137,19757,203,7,0,0,16,7,24,49208,33052,,1457000
4/18/2021,00_17,592045,5548,60,14584,131,903,24,0,0,0,0,893,0,2,544208,5223,,10117000
4/18/2021,18_64,2809143,140234,11679,16719966,69759,3071103,55892,1200,17,0,0,1291,0,54,2468255,121877,,36139000
4/18/2021,65_84,370486,163129,54925,8906088,683,4020888,126840,523,4,0,0,73,7,37,180893,100435,,9316000
4/18/2021,85+,142340,82966,45954,1390597,50,1228288,6151,204,1,0,0,19,9,19,49206,33061,,1457000
4/19/2021,00_17,592635,5552,60,14601,17,919,16,0,0,0,0,590,0,4,544751,5227,,10117000
4/19/2021,18_64,2810647,140295,11681,16801560,81594,3135481,64378,1234,34,0,0,1504,2,61,2469591,121933,,36139000
4/19/2021,65_84,370619,163186,54934,8907103,1015,4143146,122258,536,13,0,0,133,9,57,180960,100481,,9316000
4/19/2021,85+,142370,82982,45959,1390704,107,1237166,8878,207,3,0,0,30,5,16,49218,33071,,1457000
4/20/2021,00_17,593134,5554,60,14634,33,957,38,0,0,0,0,499,0,2,545213,5229,,10117000
4/20/2021,18_64,2812094,140341,11685,16884008,82448,3221921,86440,1268,34,0,0,1447,4,46,2470889,121973,,36139000
4/20/2021,65_84,370751,163222,54942,8908413,1310,4310145,166999,555,19,0,0,132,8,36,181046,100507,,9316000
4/20/2021,85+,142396,82996,45964,1390862,158,1247293,10127,215,8,0,0,26,5,14,49228,33079,,1457000
4/21/2021,00_17,593803,5557,60,14714,80,1019,62,0,0,0,0,669,0,3,545831,5232,,10117000
4/21/2021,18_64,2813567,140400,11687,16976070,92062,3328182,106261,1307,39,0,0,1473,2,59,2472197,122027,,36139000
4/21/2021,65_84,370872,163266,54949,8909924,1511,4524936,214791,586,31,0,0,121,7,44,181115,100542,,9316000
4/21/2021,85+,142425,83016,45972,1391068,206,1258126,10833,225,10,0,0,29,8,20,49235,33090,,1457000
4/22/2021,00_17,594333,5561,60,14795,81,1099,80,0,0,0,0,530,0,4,546319,5236,,10117000
4/22/2021,18_64,2814931,140441,11689,17078197,102127,3439133,110951,1346,39,0,0,1364,2,41,2473423,122064,,36139000
4/22/2021,65_84,370983,163297,54958,8911403,1479,4747357,222421,613,27,0,0,111,9,31,181187,100562,,9316000
4/22/2021,85+,142446,83032,45976,1391228,160,1267598,9472,225,0,0,0,21,4,16,49239,33102,,1457000
4/23/2021,00_17,594716,5567,60,14925,130,1189,90,0,0,0,0,383,0,6,546669,5241,,10117000
4/23/2021,18_64,2816117,140500,11694,17185476,107279,3560257,121124,1382,36,0,0,1186,5,59,2474465,122115,,36139000
4/23/2021,65_84,371087,163341,54966,8912947,1544,5003945,256588,646,33,0,0,104,8,44,181239,100596,,9316000
4/23/2021,85+,142473,83047,45982,1391375,147,1276378,8780,229,4,0,0,27,6,15,49249,33110,,1457000
4/24/2021,00_17,595050,5572,60,15105,180,1315,126,0,0,0,0,334,0,5,546974,5246,,10117000
4/24/2021,18_64,2816975,140545,11694,17310287,124811,3703710,143453,1407,25,0,0,858,0,45,2475217,122158,,36139000
4/24/2021,65_84,371180,163374,54970,8914468,1521,5337517,333572,681,35,0,0,93,4,33,181293,100624,,9316000
4/24/2021,85+,142486,83063,45985,1391460,85,1283666,7288,236,7,0,0,13,3,16,49245,33122,,1457000
4/25/2021,00_17,595727,5575,60,15178,73,1367,52,0,0,0,0,677,0,3,547600,5249,,10117000
4/25/2021,18_64,2818098,140592,11696,17371720,61433,3775832,72122,1417,10,0,0,1123,2,47,2476213,122201,,36139000
4/25/2021,65_84,371259,163409,54978,8915140,672,5482606,145089,697,16,0,0,79,8,35,181331,100649,,9316000
4/25/2021,85+,142501,83085,45987,1391499,39,1286981,3315,238,2,0,0,15,2,22,49237,33141,,1457000
4/26/2021,00_17,596331,5579,60,15220,42,1417,50,0,0,0,0,604,0,4,548156,5253,,10117000
4/26/2021,18_64,2819631,140638,11699,17433785,62065,3857060,81228,1449,32,0,0,1533,3,46,2477590,122241,,36139000
4/26/2021,65_84,371364,163453,54981,8916106,966,5628936,146330,724,27,0,0,105,3,44,181385,100688,,9316000
4/26/2021,85+,142520,83099,45991,1391609,110,1292008,5027,242,4,0,0,19,4,14,49241,33150,,1457000
4/27/2021,00_17,596843,5589,60,15275,55,1521,104,0,0,0,0,512,0,10,548622,5262,,10117000
4/27/2021,18_64,2820811,140696,11702,17517413,83628,3966967,109907,1478,29,0,0,1180,3,58,2478628,122294,,36139000
4/27/2021,65_84,371457,163493,54987,8917316,1210,5816726,187790,757,33,0,0,93,6,40,181431,100720,,9316000
4/27/2021,85+,142539,83119,45995,1391742,133,1297735,5727,249,7,0,0,19,4,20,49238,33165,,1457000
4/28/2021,00_17,597545,5593,60,15394,119,1638,117,0,0,0,0,702,0,4,549270,5266,,10117000
4/28/2021,18_64,2822141,140741,11704,17619055,101642,4106138,139171,1506,28,0,0,1330,2,45,2479818,122335,,36139000
4/28/2021,65_84,371555,163523,54996,8918693,1377,6053746,237020,795,38,0,0,98,9,30,181492,100740,,9316000
4/28/2021,85+,142554,83129,45999,1391890,148,1304546,6811,253,4,0,0,15,4,10,49242,33171,,1457000
4/29/2021,00_17,598068,5596,60,15498,104,1748,110,0,0,0,0,523,0,3,549752,5269,,10117000
4/29/2021,18_64,2823367,140789,11707,17729779,110724,4257274,151136,1542,36,0,0,1226,3,48,2480908,122377,,36139000
4/29/2021,65_84,371643,163543,55000,8920233,1540,6288467,234721,830,35,0,0,88,4,20,181554,100755,,9316000
4/29/2021,85+,142569,83138,46005,1392053,163,1310648,6102,263,10,0,0,15,6,9,49247,33174,,1457000
4/30/2021,00_17,598434,5602,60,15618,120,1858,110,0,0,0,0,366,0,6,550086,5275,,10117000
4/30/2021,18_64,2824428,140828,11710,17844228,114449,4407499,150225,1575,33,0,0,1061,3,39,2481855,122411,,36139000
4/30/2021,65_84,371709,163567,55005,8921677,1444,6486676,198209,861,31,0,0,66,5,24,181591,100773,,9316000
4/30/2021,85+,142596,83151,46009,1392188,135,1315498,4850,269,6,0,0,27,4,13,49259,33182,,1457000
5/1/2021,00_17,598744,5605,60,15710,92,1981,123,0,0,0,0,310,0,3,550371,5278,,10117000
5/1/2021,18_64,2825259,140865,11711,17966940,122712,4548009,140510,1595,20,0,0,831,1,37,2482589,122446,,36139000
5/1/2021,65_84,371764,163585,55011,8922712,1035,6675138,188462,883,22,0,0,55,6,18,181624,100784,,9316000
5/1/2021,85+,142607,83161,46010,1392240,52,1318163,2665,271,2,0,0,11,1,10,49259,33190,,1457000
5/2/2021,00_17,599207,5610,60,15757,47,2026,45,0,0,0,0,463,0,5,550796,5282,,10117000
5/2/2021,18_64,2826021,140913,11713,18037764,70824,4606201,58192,1606,11,0,0,762,2,48,2483249,122489,,36139000
5/2/2021,65_84,371831,163608,55014,8923165,453,6749320,74182,891,8,0,0,67,3,23,181663,100803,,9316000
5/2/2021,85+,142619,83177,46017,1392262,22,1319112,949,271,0,0,0,12,7,16,49254,33199,,1457000
5/3/2021,00_17,599839,5618,60,15772,15,2039,13,0,0,0,0,632,0,8,551375,5290,,10117000
5/3/2021,18_64,2827104,140964,11714,18096318,58554,4642045,35844,1618,12,0,0,1083,1,51,2484204,122537,,36139000
5/3/2021,65_84,371909,163638,55019,8923552,387,6806214,56894,901,10,0,0,78,5,30,181706,100826,,9316000
5/3/2021,85+,142631,83185,46021,1392280,18,1319706,594,273,2,0,0,12,4,8,49258,33202,,1457000
5/4/2021,00_17,600531,5626,60,15791,19,2094,55,0,0,0,0,692,0,8,552009,5298,,10117000
5/4/2021,18_64,2828484,141003,11715,18193723,97405,4737797,95752,1634,16,0,0,1380,1,39,2485446,122573,,36139000
5/4/2021,65_84,372005,163657,55025,8924423,871,6912841,106627,913,12,0,0,96,6,19,181776,100838,,9316000
5/4/2021,85+,142654,83194,46023,1392355,75,1322209,2503,277,4,0,0,23,2,9,49270,33209,,1457000
5/5/2021,00_17,601248,5632,60,15869,78,2335,241,1,1,0,0,717,0,6,552669,5303,,10117000
5/5/2021,18_64,2829857,141059,11715,18300426,106703,4929495,191698,1675,41,0,0,1373,0,56,2486665,122626,,36139000
5/5/2021,65_84,372088,163676,55033,8925550,1127,7066148,153307,933,20,0,0,83,8,19,181834,100848,,9316000
5/5/2021,85+,142673,83208,46028,1392469,114,1325608,3399,277,0,0,0,19,5,14,49274,33217,,1457000
5/6/2021,00_17,601827,5636,60,16016,147,2795,460,1,0,0,0,579,0,4,553203,5307,,10117000
5/6/2021,18_64,2831136,141114,11716,18401365,100939,5178797,249302,1717,42,0,0,1279,1,55,2487798,122678,,36139000
5/6/2021,65_84,372176,163696,55037,8926853,1303,7234653,168505,963,30,0,0,88,4,20,181896,100863,,9316000
5/6/2021,85+,142689,83217,46030,1392579,110,1329028,3420,285,8,0,0,16,2,9,49279,33224,,1457000
5/7/2021,00_17,602254,5638,60,16191,175,3193,398,1,0,0,0,427,0,2,553597,5309,,10117000
5/7/2021,18_64,2832258,141152,11719,18510260,108895,5440797,262000,1756,39,0,0,1122,3,38,2488801,122711,,36139000
5/7/2021,65_84,372260,163720,55041,8928000,1147,7383686,149033,983,20,0,0,84,4,24,181950,100882,,9316000
5/7/2021,85+,142708,83230,46033,1392675,96,1332077,3049,291,6,0,0,19,3,13,49284,33233,,1457000
5/8/2021,00_17,602623,5641,60,16304,113,3558,365,1,0,0,0,369,0,3,553937,5312,,10117000
5/8/2021,18_64,2833112,141192,11719,18649729,139469,5709206,268409,1787,31,0,0,854,0,40,2489554,122749,,36139000
5/8/2021,65_84,372324,163743,55048,8929203,1203,7517603,133917,1010,27,0,0,64,7,23,181986,100897,,9316000
5/8/2021,85+,142720,83244,46035,1392748,73,1334025,1948,294,3,0,0,12,2,14,49281,33245,,1457000
5/9/2021,00_17,603354,5642,60,16344,40,3662,104,1,0,0,0,731,0,1,554615,5313,,10117000
5/9/2021,18_64,2834278,141231,11722,18724147,74418,5810565,101359,1798,11,0,0,1166,3,39,2490598,122783,,36139000
5/9/2021,65_84,372397,163768,55052,8929709,506,7571465,53862,1018,8,0,0,73,4,25,182029,100917,,9316000
5/9/2021,85+,142733,83255,46036,1392777,29,1334782,757,295,1,0,0,13,1,11,49282,33254,,1457000
5/10/2021,00_17,604138,5651,60,16393,49,3735,73,1,0,0,0,784,0,9,555334,5321,,10117000
5/10/2021,18_64,2835726,141270,11723,18798551,74404,5924151,113586,1822,24,0,0,1448,1,39,2491904,122819,,36139000
5/10/2021,65_84,372461,163790,55056,8930432,723,7636092,64627,1028,10,0,0,64,4,22,182066,100934,,9316000
5/10/2021,85+,142753,83261,46041,1392841,64,1336250,1468,296,1,0,0,20,5,6,49295,33255,,1457000
5/11/2021,00_17,604677,5660,60,16562,169,4149,414,1,0,0,0,539,0,9,555825,5330,,10117000
5/11/2021,18_64,2836940,141312,11725,18898572,100021,6143398,219247,1862,40,0,0,1214,2,42,2492989,122857,,36139000
5/11/2021,65_84,372553,163808,55061,8931607,1175,7722107,86015,1052,24,0,0,92,5,18,182134,100946,,9316000
5/11/2021,85+,142776,83271,46048,1392926,85,1338417,2167,299,3,0,0,23,7,10,49306,33257,,1457000
5/12/2021,00_17,605248,5664,60,16960,398,5027,878,1,0,0,0,571,0,4,556352,5334,,10117000
5/12/2021,18_64,2838138,141360,11727,19050785,152213,6442865,299467,1926,64,0,0,1198,2,48,2494053,122901,,36139000
5/12/2021,65_84,372631,163834,55066,8933092,1485,7825028,102921,1075,23,0,0,78,5,26,182180,100966,,9316000
5/12/2021,85+,142795,83286,46050,1393039,113,1340960,2543,302,3,0,0,19,2,15,49309,33270,,1457000
5/13/2021,00_17,605756,5666,60,17358,398,5830,803,1,0,0,0,508,0,2,556821,5336,,10117000
5/13/2021,18_64,2839288,141408,11729,19229500,178715,6726609,283744,1987,61,0,0,1150,2,48,2495073,122945,,36139000
5/13/2021,65_84,372697,163846,55069,8934595,1503,7917106,92078,1105,30,0,0,66,3,12,182229,100974,,9316000
5/13/2021,85+,142805,83298,46051,1393133,94,1343134,2174,304,2,0,0,10,1,12,49306,33280,,1457000
5/14/2021,00_17,606233,5670,60,17695,337,6369,539,1,0,0,0,477,0,4,557260,5340,,10117000
5/14/2021,18_64,2840270,141447,11730,19419133,189633,6982537,255928,2045,58,0,0,982,1,39,2495946,122981,,36139000
5/14/2021,65_84,372755,163867,55069,8936054,1459,8000588,83482,1126,21,0,0,58,0,21,182262,100994,,9316000
5/14/2021,85+,142825,83306,46053,1393235,102,1344968,1834,308,4,0,0,20,2,8,49317,33286,,1457000
5/15/2021,00_17,606629,5672,60,18160,465,6829,460,1,0,0,0,396,0,2,557626,5341,,10117000
5/15/2021,18_64,2841104,141490,11732,19632417,213284,7265865,283328,2086,41,0,0,834,2,43,2496678,123020,,36139000
5/15/2021,65_84,372813,163888,55074,8937499,1445,8072329,71741,1151,25,0,0,58,5,21,182295,101009,,9316000
5/15/2021,85+,142833,83310,46054,1393306,71,1346214,1246,309,1,0,0,8,1,4,49320,33288,,1457000
5/16/2021,00_17,607230,5675,60,18426,266,6945,116,1,0,0,0,601,0,3,558181,5344,,10117000
5/16/2021,18_64,2842016,141525,11733,19741162,108745,7384979,119114,2103,17,0,0,912,1,35,2497489,123052,,36139000
5/16/2021,65_84,372874,163902,55078,8938098,599,8107914,35585,1160,9,0,0,61,4,14,182338,101019,,9316000
5/16/2021,85+,142843,83317,46055,1393339,33,1346618,404,309,0,0,0,10,1,7,49322,33294,,1457000
